lat,lng,value
-29,-59,0.005
36,110,0.024
17,44,0.014
32,118,0.156
-6,-79,0.012
-7,18,0.007
42,80,0.002
41,-77,0.006
51,25,0.011
32,37,0.047
4,46,0.004
22,-98,0.014
51,10,0.047
32,-100,0.002
-38,178,0
8,-62,0.027
19,25,0.001
-1,-50,0.001
33,94,0
-5,19,0.03
5,1,0.011
46,-122,0.008
42,1,0.003
57,85,0.001
33,11,0.01
-5,-60,0.001
-30,150,0
-18,-52,0.002
-15,-41,0.008
22,79,0.063
52,30,0.012
13,29,0.005
47,-115,0
46,104,0.001
24,116,0.086
-14,-69,0.001
33,-87,0.011
47,30,0.017
44,24,0.029
19,85,0.101
34,-87,0.011
-4,36,0.015
14,44,0.064
44,-89,0.009
62,43,0
38,29,0.04
35,105,0.054
15,30,0.001
14,-9,0.005
10,6,0.016
47,128,0.03
61,45,0
-33,18,0.001
38,-112,0.001
34,11,0.018
49,123,0.003
48,-54,0.001
29,0,0
22,-12,0.002
16,123,0.004
53,7,0.026
49,12,0.055
48,25,0.029
26,81,0.361
44,84,0.004
5,-5,0.022
38,106,0.014
35,-100,0.001
16,10,0
53,-104,0
12,5,0.045
29,-98,0.057
59,51,0.001
40,19,0.02
35,37,0.099
16,25,0.001
-8,39,0.012
26,-77,0.001
-32,29,0.03
40,-94,0.002
-17,-47,0.014
16,-96,0.017
50,44,0.005
27,115,0.093
3,37,0.001
2,128,0
-21,31,0.016
51,106,0.001
50,-101,0.001
30,2,0
7,-71,0.006
3,-74,0.055
-6,22,0.01
30,113,0.161
-35,147,0.001
17,8,0
-26,-52,0.008
8,8,0.02
55,56,0.005
52,126,0.001
51,53,0.002
32,9,0.003
31,50,0.023
27,47,0.002
4,26,0.001
22,-102,0.024
-16,-51,0.001
21,105,0.034
-1,129,0
-36,139,0.011
31,99,0.002
46,23,0.01
43,131,0.009
22,41,0.011
55,90,0.004
-2,19,0.005
-25,44,0.001
57,97,0.001
19,-90,0.009
37,38,0.037
-10,-76,0.017
-2,126,0.001
28,81,0.109
-14,-48,0.002
-34,19,0.062
56,71,0.001
37,-101,0.001
34,107,0.051
52,74,0.001
-44,-64,0.001
13,1,0.009
47,-79,0.001
9,-2,0.007
46,84,0.006
43,-82,0.004
-34,-66,0.004
-22,167,0.001
0,14,0.001
-23,45,0.003
43,63,0
19,97,0.03
34,-115,0
-24,27,0.003
-43,-65,0.002
58,54,0.002
38,57,0.004
35,133,0.012
37,106,0.023
15,2,0.002
11,-1,0.014
10,42,0.005
5,-71,0.001
1,-74,0.001
38,-84,0.019
49,23,0.02
-28,-49,0.012
2,32,0.02
1,35,0.049
16,79,0.064
48,45,0.052
26,101,0.034
36,43,0.019
12,33,0.016
-42,-72,0.005
-21,-49,0.024
-12,23,0.001
59,15,0.004
39,76,0.017
36,-6,0.022
-7,142,0.001
29,119,0.057
7,123,0.033
6,-58,0.012
40,-122,0.007
36,-119,0.041
54,73,0.003
50,48,0.002
30,51,0.015
26,58,0.007
7,12,0.006
3,17,0.002
2,100,0.063
8,82,0.014
-21,27,0.001
50,-97,0.001
12,78,0.142
45,20,0.026
36,103,0.047
-3,40,0.001
30,77,0.232
-27,30,0.016
45,-95,0.003
60,32,0
21,-97,0.009
32,46,0.018
31,-107,0.001
28,49,0.004
8,44,0.006
-16,34,0.005
55,28,0.005
51,65,0.001
-3,134,0.001
31,70,0.009
28,-96,0.004
27,75,0.064
42,-73,0.033
18,-63,0.003
-1,21,0.004
-5,-38,0.02
66,64,0.001
43,95,0.001
45,88,0.003
42,74,0.007
22,69,0.001
18,52,0
55,94,0.001
46,-114,0.003
-11,-67,0.002
-28,152,0.005
-15,-62,0.001
57,61,0.013
56,-4,0.003
52,-9,0.006
33,67,0.007
28,109,0.066
9,25,0.003
-11,-50,0
-15,15,0.006
56,43,0.007
37,-81,0.011
34,79,0
44,65,0.001
-52,-69,0.001
43,-86,0.009
-9,36,0.012
20,55,0.002
-30,-55,0.003
47,54,0.001
43,59,0.002
-12,21,0.001
37,141,0.067
34,-79,0.015
15,101,0.052
11,42,0.004
10,-69,0.041
-9,-49,0.002
25,107,0.039
-13,20,0.001
61,8,0.001
58,26,0.004
35,113,0.113
37,126,0.01
34,68,0.011
15,-10,0.004
49,102,0
11,-5,0.018
14,33,0.034
-19,-53,0.001
53,58,0.001
49,51,0
48,2,0.034
29,72,0.146
44,125,0.045
25,73,0.043
-19,28,0.004
48,81,0.001
-12,-76,0.031
40,76,0.001
39,-97,0.001
36,71,0.008
50,114,0.001
-38,147,0.001
-12,35,0.011
59,43,0.001
39,48,0.021
36,-106,0.001
35,45,0.033
12,-84,0.005
30,-96,0.009
-8,-49,0.003
29,91,0.004
14,79,0.078
7,31,0.006
-17,41,0.001
54,37,0.016
53,110,0.001
30,15,0.001
-22,-43,0.031
6,17,0.004
17,-94,0.016
-26,34,0.009
8,106,0.008
41,57,0.001
21,46,0.005
18,84,0.127
36,83,0.001
17,47,0.001
-6,-50,0.004
42,121,0.024
-16,-57,0.002
-20,-54,0.001
52,87,0.001
54,82,0.002
31,-7,0.028
27,-10,0.001
8,16,0.016
-16,22,0.001
55,32,0.002
31,42,0.002
-2,-49,0.005
19,52,0.002
18,-91,0.003
-29,32,0.032
43,91,0.002
45,124,0.025
52,-108,0.001
13,-85,0.013
5,7,0.13
46,-70,0.005
-14,37,0.001
57,41,0.019
0,104,0.01
-43,148,0.007
24,105,0.045
34,115,0.251
33,-112,0.058
47,-119,0.002
44,29,0.023
43,6,0.078
23,-13,0
-36,-69,0
-24,-44,0.003
43,23,0.024
24,-81,0.002
23,100,0.027
20,-78,0.001
38,2,0.002
0,-75,0.002
47,107,0.008
61,44,0.001
35,141,0.148
-4,103,0.05
49,130,0.003
48,-89,0.004
29,-5,0.001
20,80,0.068
-18,28,0.005
53,14,0.016
29,44,0.001
44,121,0.006
5,34,0.002
38,83,0.001
48,133,0.004
63,25,0.001
40,48,0.028
39,3,0.018
36,51,0.033
35,0,0.062
16,54,0.001
26,-112,0.001
59,7,0.001
39,20,0.004
17,96,0.096
50,5,0.123
27,86,0.14
29,95,0.001
41,119,0.039
54,-127,0
53,82,0.003
30,-5,0.006
-21,-45,0.012
8,78,0.195
-30,25,0.002
41,21,0.031
36,111,0.021
17,43,0.019
32,119,0.179
-6,-78,0.014
-7,17,0.007
42,77,0.005
41,-90,0.015
51,16,0.027
32,38,0.005
4,47,0.002
51,9,0.058
32,-107,0.001
8,-61,0.001
45,143,0
-1,-51,0.002
33,93,0
-5,18,0.012
46,-117,0.003
42,2,0.008
-34,149,0.001
6,12,0.011
-44,-71,0.001
-5,-61,0
22,80,0.064
52,31,0.019
13,32,0.013
47,-100,0
-10,-67,0.002
24,109,0.054
20,-16,0.001
56,83,0
33,-84,0.105
47,29,0.045
44,25,0.029
34,-86,0.022
-4,37,0.03
44,-88,0.02
62,44,0
38,30,0.023
35,96,0
15,29,0.001
14,-8,0.003
10,-13,0.016
47,127,0.043
-9,121,0.023
61,48,0.002
34,12,0.001
49,30,0.011
48,-53,0.001
29,-1,0.001
-13,-59,0
-19,-45,0.002
6,123,0.01
49,11,0.044
48,26,0.032
26,82,0.257
44,85,0.009
40,125,0.07
38,111,0.03
35,-101,0.009
53,-105,0.002
12,6,0.034
29,-99,0.002
59,50,0.001
40,20,0.024
-11,150,0.001
35,44,0.026
16,26,0.001
-8,40,0.02
-32,30,0.025
40,-93,0.002
39,120,0.033
50,41,0.007
27,114,0.157
26,35,0.001
3,44,0.01
-21,30,0.008
51,105,0.001
50,-100,0
23,81,0.086
7,-72,0.044
3,-75,0.019
-6,35,0.01
30,114,0.218
18,81,0.018
45,0,0.017
17,7,0
-26,-55,0.01
8,1,0.016
41,-110,0.001
55,55,0.006
52,127,0
51,60,0.002
32,10,0.002
31,49,0.039
28,5,0
27,46,0.002
4,27,0.001
-16,-50,0.003
21,108,0.03
-1,128,0.003
31,98,0.003
46,24,0.03
43,130,0.027
-4,144,0.002
22,42,0.015
55,89,0.001
-2,20,0.003
46,-89,0.001
57,100,0
37,37,0.036
-2,131,0
28,82,0.07
-9,27,0.008
-34,20,0.012
56,72,0.001
37,-106,0.001
34,108,0.099
52,75,0.001
13,4,0.02
9,-3,0.004
46,81,0.001
43,-83,0.022
-34,-61,0.008
0,15,0
-23,48,0.018
13,145,0.005
43,62,0.001
23,59,0.026
34,-114,0.003
-24,28,0.002
-42,146,0.001
44,-124,0.001
38,58,0.003
35,140,0.978
37,105,0.014
15,1,0.002
11,-2,0.014
10,39,0.054
1,-75,0.012
38,-87,0.009
49,26,0.027
14,19,0.002
2,29,0.007
1,38,0.001
16,80,0.081
48,46,0.002
26,102,0.045
40,97,0.002
36,44,0.019
38,139,0.002
-22,-70,0.001
50,107,0.001
12,34,0.006
-12,24,0.001
59,14,0.005
40,-8,0.039
39,75,0.001
36,-5,0.023
35,72,0.022
-7,141,0.001
29,114,0.128
7,122,0.003
40,-121,0.001
36,-118,0.001
54,74,0.025
50,45,0.004
30,52,0.012
26,55,0.001
7,11,0.015
2,97,0.001
-20,31,0.01
-21,26,0.001
-3,-78,0.02
50,-96,0.002
12,79,0.154
-7,-69,0
45,19,0.019
6,101,0.055
18,109,0.012
36,104,0.083
-3,39,0.005
-35,-67,0.001
30,78,0.125
-27,29,0.119
45,-92,0.008
60,33,0
21,-86,0.005
32,47,0.011
31,-92,0.007
8,37,0.033
-16,35,0.026
55,27,0.011
-3,133,0.002
31,69,0.006
28,-95,0.001
9,93,0.002
27,74,0.042
42,-72,0.032
-1,36,0.078
-5,-39,0.008
66,61,0
5,-6,0.031
43,94,0.001
45,87,0.003
42,71,0.007
22,70,0.033
18,49,0.002
55,93,0.009
-11,-64,0.001
-15,-63,0.001
57,64,0.004
37,73,0.002
52,-8,0.011
33,70,0.028
28,110,0.069
9,28,0.004
-11,-51,0.001
-15,18,0.001
56,44,0.065
34,80,0
-4,-65,0.001
44,66,0.006
46,109,0.001
43,-87,0.023
24,53,0
20,56,0
-20,147,0.005
-23,28,0.003
47,53,0.002
-47,-68,0
1,115,0.001
34,-78,0.009
14,-83,0.002
11,41,0.012
10,-68,0.043
-9,-50,0.001
25,94,0.041
-13,19,0.004
61,7,0.001
58,23,0.001
37,125,0.001
34,65,0.003
15,-11,0.004
49,101,0
11,-6,0.014
-19,-58,0.001
53,57,0.014
49,54,0.001
48,3,0.34
29,71,0.074
44,126,0.088
25,76,0.072
-19,27,0.002
48,82,0.001
-12,-59,0.001
40,69,0.041
39,-98,0.001
36,72,0.004
50,111,0
-7,140,0.002
-12,36,0.006
59,42,0.001
39,47,0.015
36,-105,0.002
35,52,0.364
30,-99,0.002
-8,-48,0.005
29,86,0
7,30,0.007
-17,40,0.015
54,38,0.037
30,16,0.001
6,18,0.004
17,-95,0.011
64,19,0
41,60,0.01
21,45,0.005
57,-1,0.001
-6,-37,0.014
42,122,0.052
4,-75,0.084
-16,-56,0.018
-20,-53,0.001
52,88,0.001
54,87,0.02
31,-8,0.051
27,-11,0.001
-16,23,0.003
55,31,0.014
31,41,0.001
19,51,0.002
18,-90,0.004
33,132,0.045
66,33,0
-29,31,0.023
43,90,0.004
45,123,0.032
42,43,0.028
4,114,0.003
13,-90,0.005
46,-81,0.003
-14,38,0.002
57,44,0.002
0,113,0.005
24,106,0.029
34,116,0.265
33,-113,0.001
-5,136,0
47,-120,0.004
43,5,0.03
23,-14,0
19,111,0.08
-24,-51,0.047
44,-83,0.002
43,22,0.033
58,12,0.005
20,-77,0.017
-37,-56,0.002
0,-74,0.001
47,106,0
61,43,0.001
-4,104,0.031
49,129,0.002
-8,112,0.261
29,-10,0.002
20,81,0.044
-18,25,0.003
53,13,0.012
29,43,0.001
44,122,0.011
5,33,0.003
-28,-59,0.011
48,134,0.002
29,-100,0.002
63,24,0.003
40,41,0.025
39,2,0.001
36,52,0.036
35,-1,0.013
59,6,0.005
39,19,0.005
17,95,0.021
54,-9,0.001
50,6,0.072
27,85,0.11
41,122,0.087
53,81,0.002
30,-4,0.002
54,-111,0
23,99,0.015
-30,26,0.001
41,24,0.015
36,112,0.09
32,120,0.273
-6,-81,0.001
-7,20,0.008
42,78,0.002
41,-91,0.011
51,15,0.034
32,39,0.002
8,45,0.006
4,48,0.002
-3,-39,0.001
51,0,0.331
32,-106,0.006
-29,-70,0.002
-38,142,0
-5,17,0.009
46,-116,0.002
42,-1,0.017
57,87,0
-2,120,0.009
-5,-62,0.001
-15,-39,0.029
22,77,0.089
52,32,0.014
13,31,0.012
47,-101,0.001
46,102,0
24,110,0.099
-14,-71,0.017
20,-15,0.001
56,84,0.001
-3,147,0.001
33,-85,0.012
47,44,0.002
44,26,0.04
34,-89,0.008
-4,38,0.044
44,-87,0.007
62,41,0.001
38,35,0.019
35,95,0
-27,153,0.004
15,44,0.074
49,144,0.001
10,-12,0.018
47,126,0.037
61,47,0.003
34,9,0.014
15,-83,0.001
49,29,0.023
-19,-50,0.004
-3,101,0.001
48,27,0.026
26,79,0.148
44,86,0.016
40,126,0.021
38,112,0.031
35,-102,0.001
12,7,0.039
29,-96,0.004
59,49,0.001
35,43,0.018
16,27,0.001
-8,33,0.003
14,98,0.001
-31,-70,0.003
-32,31,0.001
40,-92,0.003
39,119,0.154
16,-86,0.001
50,42,0.006
27,113,0.184
-22,-48,0.032
41,86,0.009
3,43,0.003
2,126,0.002
-54,-68,0.001
-21,29,0.086
50,-103,0.001
-35,-72,0
45,42,0.022
7,-73,0.042
-6,36,0.015
45,-1,0.003
41,-124,0.001
-29,-64,0.004
-35,141,0.001
17,10,0.001
32,92,0.001
-26,-54,0.03
8,2,0.013
41,-111,0.012
55,54,0.004
52,128,0.001
51,59,0.017
32,11,0.001
31,48,0.017
28,6,0
27,45,0.002
4,28,0.002
-16,-49,0.008
21,107,0.117
18,-69,0.094
-20,18,0.001
31,97,0.002
46,21,0.024
43,129,0.012
55,88,0.001
-2,17,0.003
-8,-79,0.011
5,0,0.14
46,-88,0.001
43,146,0.002
37,40,0.025
-39,142,0.001
-2,132,0.004
28,83,0.037
-10,15,0.007
-14,-50,0.001
-18,-67,0.009
56,65,0.002
37,-107,0.002
34,105,0.04
52,76,0.001
13,3,0.02
9,0,0.022
46,82,0.001
43,-76,0.02
-14,-67,0
-34,-60,0.045
0,16,0.001
37,-122,0.13
-23,47,0.005
43,61,0.001
23,58,0.016
-23,-64,0.003
44,-123,0.019
58,68,0
38,63,0.003
35,139,0.091
37,108,0.011
15,0,0.001
11,-3,0.015
10,40,0.057
1,-72,0.001
38,-86,0.008
49,25,0.04
-2,102,0.017
2,30,0.007
1,37,0.003
48,47,0.002
26,115,0.068
40,98,0.004
36,29,0.008
38,140,0.015
50,108,0.002
12,35,0.011
-12,25,0.004
59,13,0.003
39,74,0.003
36,-4,0.036
35,71,0.005
-7,144,0.006
29,113,0.157
40,-120,0.001
54,47,0.006
50,46,0.008
30,49,0.033
26,56,0.003
7,10,0.037
2,98,0.006
-21,25,0
-3,-79,0.044
50,-99,0.001
12,80,0.189
45,14,0.031
6,102,0.054
18,110,0.049
36,105,0.037
-3,34,0.041
-27,32,0.02
45,-93,0.038
42,131,0.016
60,34,0.001
21,-87,0.004
32,48,0.01
-17,-42,0.005
31,-93,0.004
28,51,0.002
8,38,0.053
-16,36,0.084
55,26,0.006
31,20,0.001
27,73,0.017
42,-75,0.011
4,-8,0.003
18,-65,0.025
-1,35,0.127
-36,144,0.001
66,62,0
43,93,0.001
45,82,0.002
42,72,0.015
22,75,0.099
18,50,0.001
6,3,0.099
9,-66,0.005
-10,124,0.002
-11,-65,0.001
-15,-60,0
57,63,0.002
37,76,0.001
52,-7,0.01
33,69,0.06
28,111,0.055
9,27,0.003
-11,-48,0.008
-33,148,0
-15,17,0.003
56,37,0.015
34,77,0.003
-4,-64,0.001
44,67,0.001
43,-112,0.003
24,54,0.001
-23,27,0.002
1,118,0.002
34,-81,0.019
11,16,0.009
10,-71,0.08
25,93,0.045
-13,18,0.008
-32,116,0.024
58,24,0.001
37,128,0.352
34,66,0.005
49,104,0
11,-7,0.01
10,76,0.023
-19,-59,0.001
53,60,0.012
49,53,0.001
48,4,0.014
29,66,0.001
44,127,0.085
25,75,0.075
-19,22,0.001
48,83,0.001
-12,-58,0
-32,-63,0.006
40,70,0.055
39,-99,0.001
36,73,0.009
50,112,0
-7,139,0.001
11,108,0.047
59,41,0.003
39,46,0.016
36,-104,0
35,51,0.047
30,-98,0.004
29,85,0
7,29,0.005
-17,39,0.006
54,43,0.004
30,13,0.001
-9,147,0.002
6,23,0.001
8,79,0.021
17,-92,0.031
64,20,0.001
-13,-48,0.001
41,59,0.005
21,48,0.005
18,82,0.028
17,49,0
-6,-36,0.007
-44,173,0.014
42,119,0.037
4,-74,0.231
-20,-52,0.001
52,89,0.001
54,88,0.001
31,-9,0.019
-16,24,0.005
55,30,0.007
31,40,0.001
19,50,0.002
18,-93,0.021
-3,-49,0.006
33,131,0.201
-29,30,0.015
43,89,0.007
45,118,0.001
42,44,0.013
4,115,0.016
13,-91,0.001
46,-80,0.003
-28,-65,0.011
-14,35,0.02
57,43,0.007
0,114,0.001
52,21,0.055
24,107,0.028
34,113,0.231
33,-110,0.001
-24,-65,0.003
47,-121,0.004
43,12,0.055
23,-15,0
19,110,0.064
-24,-50,0.014
-30,-58,0.002
43,21,0.034
-28,-60,0.004
23,98,0.015
20,-76,0.048
-37,-57,0.002
11,76,0.165
47,105,0
-13,46,0.005
61,38,0
-4,105,0.077
49,132,0
-42,174,0.003
20,82,0.068
-18,26,0.005
53,16,0.012
29,38,0.001
44,123,0.015
5,36,0.002
38,81,0.006
48,135,0.002
29,-101,0.002
63,23,0.002
40,42,0.012
39,1,0
-20,-47,0.008
35,-2,0.008
39,18,0.003
17,98,0.025
54,-8,0.004
50,3,0.056
27,92,0.018
41,121,0.07
53,84,0.028
30,-7,0.011
41,10,0.003
54,-110,0.001
-35,-58,0.436
64,40,0.007
-30,23,0.001
41,23,0.015
36,113,0.048
32,129,0.002
-6,-80,0.02
-7,19,0.005
42,91,0.002
41,-88,0.055
52,117,0.001
51,14,0.045
32,40,0.003
8,46,0.005
51,-1,0.053
32,-105,0.002
8,-67,0.003
-2,-44,0.002
33,95,0
-5,24,0.005
65,61,0
46,-119,0.008
42,0,0.004
-1,-52,0
-2,117,0.022
-5,-63,0
22,78,0.057
52,33,0.01
13,26,0.01
-10,-61,0.001
24,111,0.059
-14,-70,0.001
56,77,0.001
-20,170,0
47,43,0.01
44,27,0.101
20,33,0.001
34,-88,0.009
-4,39,0.008
47,-4,0.004
44,-86,0.001
62,42,0
38,36,0.021
15,43,0.008
49,143,0.001
47,125,0.036
61,74,0.01
-34,150,0.003
38,-109,0
34,10,0.018
49,32,0.017
-19,-51,0.002
-22,49,0.005
48,28,0.019
26,80,0.176
44,87,0.021
40,127,0.022
38,109,0.003
35,-103,0
16,5,0.001
12,8,0.082
-42,-65,0
29,-97,0.006
-36,-68,0.001
59,56,0.001
40,14,0.002
35,42,0.021
16,28,0.001
-8,34,0.005
26,-78,0.001
-31,-71,0.008
40,-99,0.003
39,118,0.305
50,39,0.009
-12,-50,0
27,120,0.063
26,33,0.071
41,85,0.002
3,42,0.006
51,95,0.003
-21,-65,0.002
50,-102,0.001
45,41,0.017
7,-74,0.007
-6,33,0.007
17,9,0.001
28,24,0.001
8,3,0.012
55,53,0.028
51,58,0.004
32,12,0.01
31,47,0.021
28,7,0
27,52,0.001
4,13,0.005
-16,-48,0.024
21,102,0.01
18,-68,0.012
-20,19,0.001
31,96,0.002
46,22,0.023
55,87,0.023
-10,-66,0.001
-2,18,0.005
46,-91,0.001
43,145,0.011
-11,37,0.005
57,54,0.004
37,39,0.026
-17,-50,0.004
28,84,0.041
-10,16,0.007
-34,18,0.001
56,66,0.003
37,-104,0.001
34,106,0.07
52,61,0.002
13,-2,0.026
9,-1,0.007
46,135,0.001
43,-77,0.029
-14,-66,0.001
-34,-63,0.003
0,25,0.008
-38,-56,0.001
47,63,0
43,68,0.001
23,57,0.006
-22,150,0.003
15,110,0.001
-23,-65,0.002
44,-122,0.007
58,65,0
38,64,0.004
35,138,0.084
37,107,0.024
15,-1,0.002
11,4,0.015
10,37,0.027
-9,116,0.097
-40,176,0.002
5,-74,0.023
1,-73,0.001
38,-81,0.013
49,28,0.017
25,34,0
2,27,0.003
1,40,0.002
48,48,0
26,116,0.073
40,99,0.005
36,30,0.017
35,-75,0.001
50,105,0.001
12,36,0.004
-12,26,0.007
62,114,0.001
-32,-51,0.001
39,73,0.004
35,70,0.025
-7,143,0.002
30,-105,0
29,116,0.108
36,-116,0.001
54,48,0.005
50,75,0.001
30,50,0.016
7,9,0.048
50,-98,0
12,81,0.071
-27,-70,0.001
45,13,0.062
8,125,0.065
36,106,0.031
-3,33,0.038
-7,-34,0.001
-37,-71,0.009
-27,31,0.011
45,-98,0.001
42,132,0.004
60,35,0.001
21,-84,0.001
32,57,0.001
31,-94,0.007
28,52,0.007
8,39,0.093
-16,29,0.048
55,25,0.012
-3,135,0.001
42,-74,0.007
4,-7,0.008
18,-64,0.003
-1,34,0
45,81,0.002
42,69,0.003
22,76,0.116
56,-120,0.001
18,47,0.001
-35,118,0
13,-60,0.003
14,-11,0.008
9,-67,0.018
46,-111,0.001
-11,-54,0.001
-15,-61,0
57,66,0.022
37,75,0
52,-6,0.007
33,72,0.102
28,112,0.111
9,14,0.018
-11,-49,0.001
-9,22,0.001
-4,122,0.006
56,38,0.016
34,78,0
-4,-63,0
44,68,0.001
43,-113,0
24,55,0.003
20,58,0
1,117,0
34,-80,0.016
15,82,0.001
11,15,0.024
10,-70,0.009
25,96,0.003
-13,17,0.015
37,127,0.413
34,63,0.025
49,103,0
10,73,0.001
53,59,0.01
49,56,0.001
48,-3,0.013
29,65,0.001
44,128,0.036
25,62,0.003
-1,167,0
35,-120,0.009
-19,21,0.001
48,84,0.001
-12,-57,0.001
-32,-62,0.005
40,71,0.047
39,-100,0
36,74,0.018
50,109,0.001
11,107,0.076
-12,154,0
39,45,0.018
35,50,0.021
30,-93,0.011
29,88,0.002
7,28,0.003
-17,38,0.013
54,44,0.005
53,111,0.001
30,14,0.001
-25,-52,0.009
17,-93,0.019
12,109,0.046
64,13,0
45,49,0.001
41,46,0.024
21,47,0.005
18,79,0.123
36,134,0.001
51,-104,0
-6,-39,0.009
45,-62,0.002
42,120,0.03
4,-73,0.023
52,90,0.001
54,85,0.002
32,13,0.016
55,29,0.008
31,39,0.001
9,139,0
42,-102,0.001
19,49,0.002
18,-92,0.016
33,134,0.035
66,31,0
-29,29,0.024
45,117,0.001
42,41,0
4,116,0.004
22,29,0
13,-88,0.06
46,-83,0
-14,36,0.01
57,30,0.002
0,115,0
52,22,0.059
33,36,0.102
24,108,0.045
-15,48,0.001
-38,148,0.001
34,114,0.324
33,-111,0.051
-24,-64,0.005
47,-122,0.11
46,143,0.004
43,11,0.046
19,109,0.011
-1,9,0
-24,-49,0.013
44,-81,0.003
43,28,0.026
23,97,0.01
-37,-58,0.001
47,104,0
-46,-68,0.001
-13,45,0.01
61,37,0
-4,106,0.009
49,131,0.001
29,-8,0.006
20,83,0.052
-18,15,0.003
53,15,0.029
48,33,0.018
29,37,0.001
44,124,0.027
5,35,0.002
38,82,0.002
48,136,0.019
29,-106,0.014
63,22,0.002
40,43,0.011
39,0,0.074
35,-3,0.01
16,33,0.023
-17,169,0.001
-7,106,0.035
26,-101,0.008
-19,-42,0.01
59,12,0.008
39,17,0.027
36,-75,0.003
17,97,0.065
50,4,0.118
27,91,0.012
41,124,0.284
-33,-53,0.003
53,83,0.003
-17,180,0.003
30,-6,0.006
41,9,0.003
-21,-40,0.055
-21,-55,0.002
-30,24,0.001
41,26,0.018
36,114,0.116
32,130,0.023
-17,-49,0.065
-7,38,0.016
42,92,0.002
41,-89,0.008
52,118,0.001
51,13,0.057
8,47,0.003
-15,14,0.003
-1,105,0.002
51,-2,0.074
32,-104,0.002
24,-13,0
8,-66,0.003
6,-10,0.024
33,98,0.001
-5,23,0.007
-33,116,0.017
46,-118,0.002
42,-3,0.009
37,14,0.027
-5,-56,0.001
-29,154,0.014
22,83,0.076
52,34,0.007
13,25,0.01
24,112,0.067
-14,-73,0.01
20,-13,0.001
56,78,0.001
47,42,0.006
44,28,0.018
0,10,0.018
61,-149,0.011
20,34,0.001
34,-91,0.003
-4,40,0.03
-23,-42,0.053
44,-85,0.006
62,31,0.001
38,33,0.018
37,82,0.002
14,-5,0.007
10,-14,0.008
-9,20,0.002
61,73,0.004
38,-108,0.001
34,7,0.008
49,31,0.021
11,-72,0.01
48,-58,0.001
-19,-48,0.017
48,21,0.028
26,77,0.098
44,88,0.013
40,128,0.029
2,-57,0.002
38,110,0.019
35,-112,0
16,6,0.001
-22,-63,0.002
12,9,0.107
63,58,0.001
59,55,0.002
40,15,0.145
35,41,0.017
-8,35,0.01
26,-81,0.024
-31,-68,0.001
40,-98,0.004
39,117,0.312
50,40,0.01
27,119,0.041
26,34,0.002
41,88,0.001
3,41,0.003
-21,35,0.005
51,94,0.001
50,-105,0.001
45,44,0.005
7,-75,0.008
6,80,0.063
21,34,0.001
-6,34,0.007
-33,-58,0.006
-4,-39,0.015
-35,143,0.002
28,25,0.001
8,4,0.029
45,-118,0.002
41,-109,0.001
55,52,0.011
51,57,0.002
32,5,0.002
31,46,0.016
-9,-46,0.001
4,14,0.003
-8,147,0.005
-16,-39,0.009
21,101,0.013
18,-71,0.03
-3,-40,0.004
31,95,0.002
46,27,0.035
43,135,0.001
55,86,0.004
-2,39,0.013
46,-90,0.001
57,53,0.003
37,50,0.055
-39,144,0.001
28,85,0.025
-4,-46,0.003
22,111,0.158
56,67,0.004
37,-105,0.001
34,103,0.003
52,62,0.003
13,-3,0.012
9,2,0.024
46,136,0
43,-78,0.022
-4,136,0.003
-34,-62,0.004
0,26,0.019
37,-120,0.02
-23,49,0.001
47,62,0.001
43,67,0.001
23,56,0.005
-26,-48,0.011
15,109,0.077
-23,-62,0
10,-61,0.043
47,143,0.006
44,-121,0.004
62,75,0.002
58,66,0.002
38,61,0.003
35,137,0.22
37,102,0.018
-20,-48,0.012
15,-2,0.003
11,3,0.008
10,38,0.06
14,29,0.001
5,-75,0.053
1,-70,0
38,-80,0.003
53,66,0.002
49,27,0.02
25,33,0.057
2,28,0.012
1,39,0.001
-18,-41,0.009
-3,100,0
26,113,0.169
40,100,0.003
36,31,0.013
16,-22,0.001
50,106,0.001
12,37,0.011
-12,27,0.011
59,19,0.034
39,72,0.004
35,69,0.012
-7,146,0.014
29,115,0.076
7,119,0
-1,100,0.003
54,45,0.006
50,76,0.001
30,71,0.05
26,54,0.001
7,8,0.049
2,96,0.001
51,138,0
-3,-77,0.001
-7,-80,0.002
45,16,0.017
-25,-66,0
36,107,0.027
-3,36,0.006
-7,-35,0.031
30,81,0.004
45,-99,0
42,129,0.01
60,36,0.001
-29,-61,0.001
32,58,0
31,-95,0.004
28,53,0.009
8,40,0.053
-16,30,0.006
55,24,0.013
-3,130,0.001
42,-93,0.005
4,-6,0.006
18,-67,0.015
-1,33,0.002
-2,-60,0.001
-22,33,0.003
66,60,0
46,55,0.001
45,84,0.002
42,70,0.024
22,73,0.204
18,48,0.002
13,-61,0.005
9,-64,0.014
-11,-55,0.002
57,65,0.002
37,70,0.033
33,71,0.047
28,113,0.23
9,13,0.029
-11,-38,0.011
-18,-62,0.011
-15,19,0
56,39,0.018
34,139,0.029
-4,-62,0.001
43,-114,0.001
24,56,0.025
20,59,0.001
23,92,0.277
34,-83,0.017
15,81,0.049
11,14,0.046
10,-73,0.022
25,95,0.028
-13,40,0.004
37,138,0.003
34,64,0.006
49,106,0.001
10,74,0.001
-19,-57,0.002
53,54,0.003
49,55,0.001
48,-2,0.015
